Player,Country,Games,Win_rate,KDA,Avg_kills,Avg_deaths,Avg_assists,CSM,GPM,KP%,DMG%,Gold%,VS%,DPM,VSPM,Avg_WPM,Avg_WCPM,Avg_VWPM,GD@15,CSD@15,XPD@15,FB_%,FB_Victim,Penta_Kills,Solo_Kills,SeasonYear,Split,SourceURL
Jett,KR,21,19%,1.8,2.3,3.5,3.8,8.1,365,59%,18.90%,21.30%,10.40%,335,0.8,0.32,0.17,0.19,-158,-4,-21,28.60%,19%,0,3,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Jun,KR,24,25%,2.2,0.7,3.1,6.2,1.3,229,71.60%,8.10%,13.30%,34.40%,141,2.66,1.62,0.41,0.56,19,0,216,12.50%,8.30%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Kellin,KR,46,58.70%,3.4,0.7,2.5,8,1.2,234,66.50%,7.50%,13.20%,34.40%,152,2.82,1.77,0.41,0.47,58,-3,-77,15.20%,15.20%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Keria,KR,44,56.80%,3.3,0.7,2.4,7.1,1.6,242,67.40%,8%,13.30%,30.10%,148,2.49,1.82,0.33,0.68,40,-2,42,20.50%,9.10%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Khan,KR,43,67.40%,2.9,3,3.1,6.1,7.9,400,62.20%,26.10%,21.80%,13.80%,537,1.11,0.42,0.23,0.22,142,0,39,20.90%,18.60%,0,14,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Kiin,KR,46,54.30%,3.3,2.3,2.2,4.7,8.9,405,59.60%,27.20%,22.90%,14.40%,515,1.25,0.4,0.34,0.22,232,11,131,23.90%,15.20%,0,11,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Lava,KR,45,42.20%,3.8,2.8,1.9,4.5,9.1,399,71.50%,26.60%,23%,14.30%,481,1.23,0.46,0.32,0.22,-153,1,34,26.70%,8.90%,1,7,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Lehends,KR,46,54.30%,3.7,0.5,2.2,7.5,1.4,229,70.60%,6.80%,13%,31.30%,126,2.73,1.64,0.4,0.52,-19,0,31,26.10%,4.30%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Leo,KR,46,54.30%,4.6,3.6,1.8,4.9,9,417,72.70%,27.70%,23.70%,22.30%,512,1.94,0.93,0.47,0.21,126,-1,2,26.10%,10.90%,0,3,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Life,KR,46,58.70%,3.1,0.4,2.7,8.1,1,225,61.80%,5.90%,12.50%,30.90%,108,2.56,1.69,0.34,0.58,-116,-1,-150,30.40%,10.90%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Malrang,KR,10,70%,5.9,4.4,1.6,5,5.6,351,68.70%,15.90%,19.20%,18.10%,310,1.36,0.5,0.28,0.34,-105,-13,-224,60%,0%,0,3,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Mir,KR,16,50%,4,2.7,2.3,6.6,6,343,68.20%,15.50%,19.10%,17.60%,301,1.36,0.45,0.38,0.35,-24,-9,-342,56.30%,12.50%,0,2,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Morgan,KR,22,36.40%,2.1,2,2.8,4,7.8,362,55.90%,19.70%,21.10%,13.80%,369,1.09,0.37,0.28,0.24,-390,-9,-245,18.20%,18.20%,0,3,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Noah,KR,31,45.20%,3.1,2.7,2.5,5.1,8.3,399,62.60%,24.30%,22.80%,18.30%,446,1.43,0.56,0.42,0.2,-40,-4,34,32.30%,6.50%,0,8,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Oner,KR,21,61.90%,3.8,2.6,2,5,5.7,347,70%,16.60%,19%,18.30%,296,1.54,0.48,0.44,0.27,142,-9,-279,57.10%,0%,0,2,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Peanut,KR,46,58.70%,4.8,2.9,1.8,5.7,6.8,364,68.20%,17.60%,20.40%,21.50%,353,1.76,0.49,0.55,0.28,289,9,464,28.30%,6.50%,0,9,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Pleata,KR,19,15.80%,1.7,0.6,3,4.6,1.2,208,66.70%,7.10%,12.50%,34.10%,125,2.54,1.56,0.35,0.47,-69,4,245,10.50%,10.50%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Prince,KR,47,55.30%,4.2,3.3,1.7,3.9,9.8,425,62.80%,25.40%,23.90%,18.30%,463,1.51,0.7,0.43,0.18,-92,-1,54,10.60%,6.40%,0,6,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Pyosik,KR,43,20.90%,1.9,2.7,3.4,3.9,6.5,345,77.10%,21.80%,20.30%,20.80%,381,1.6,0.52,0.44,0.29,8,4,98,25.60%,9.30%,0,3,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Quad,KR,21,23.80%,2.1,1.1,2.4,4,8.8,365,61.90%,21.90%,21.60%,15.40%,381,1.16,0.51,0.27,0.3,-322,-2,-142,9.50%,19%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Rascal,KR,40,60%,3.8,3.5,2.3,5.1,8.7,414,64.90%,23.40%,22.90%,14%,442,1.18,0.44,0.32,0.25,131,-2,81,37.50%,5%,0,22,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Rich,KR,46,58.70%,2.9,2.7,2.7,5.1,7.8,382,59.90%,25.30%,21.40%,13.90%,517,1.14,0.41,0.29,0.18,-344,-10,-337,17.40%,17.40%,0,15,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Ruler,KR,46,58.70%,5.4,4,1.6,4.6,10.1,444,63.90%,31.30%,24.70%,21.50%,574,1.8,0.75,0.58,0.23,151,4,178,15.20%,10.90%,0,4,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
ShowMaker,KR,43,67.40%,5.9,3.7,1.6,5.7,8.7,418,67.20%,24.60%,22.80%,17.50%,515,1.45,0.57,0.36,0.23,69,-1,-153,16.30%,7%,0,4,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Summit,KR,47,55.30%,2.3,2.6,3.1,4.6,8.5,393,62.30%,26.80%,22.10%,14.70%,471,1.19,0.37,0.35,0.21,222,4,144,27.70%,8.50%,0,17,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Taeyoon,KR,24,25%,2.4,2.5,2.4,3.4,9.7,409,59.30%,26.70%,23.70%,19.90%,474,1.55,0.63,0.5,0.2,-80,0,-204,16.70%,4.20%,0,6,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Teddy,KR,19,52.60%,6.1,3.2,1.5,5.8,8.3,414,72.80%,28.70%,23%,23.30%,541,1.92,0.89,0.49,0.21,528,7,288,21.10%,0%,0,2,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Ucal,KR,1,100%,-,4,0,4,8.6,433,80%,17.10%,23.50%,11.90%,261,1.1,0.48,0.3,0.14,1666,-2,799,0%,0%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
UmTi,KR,46,41.30%,3.5,2.3,2.1,5,6.1,333,73.20%,17.10%,19.20%,20.30%,301,1.73,0.56,0.49,0.39,49,4,100,43.50%,8.70%,0,6,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Vsta,KR,43,39.50%,2.5,0.6,3.1,7.2,1.2,222,64.40%,7.30%,12.80%,33.70%,135,2.63,1.62,0.43,0.56,-171,-1,-53,23.30%,7%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Willer,KR,16,43.80%,3.1,2.9,2.5,4.8,5.7,332,75.10%,15.30%,18.90%,19.40%,263,1.61,0.56,0.37,0.42,-164,-6,-333,37.50%,6.30%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Yaharong,KR,3,33.30%,3.6,3,1.7,3,8.2,370,78.90%,33.20%,21.90%,8.40%,518,0.64,0.42,0.14,0.18,-1188,-26,-388,0%,0%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Yohan,KR,11,18.20%,2.1,3.4,4.3,5.5,5.3,325,81.30%,22.20%,19.50%,15.10%,432,1.07,0.37,0.23,0.33,-177,0,-14,18.20%,9.10%,0,2,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
YoungJae,KR,3,33.30%,2.6,0.7,2.7,6.3,5.2,290,51%,11.70%,16.90%,19.40%,192,1.56,0.54,0.55,0.46,-567,-7,-424,0%,0%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Zzus,KR,18,38.90%,2.3,0.2,2.9,6.4,1.1,216,59.40%,6.80%,12.40%,33.80%,123,2.64,1.59,0.39,0.51,-193,2,21,27.80%,16.70%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
blank,KR,41,46.30%,4.1,2.2,2.1,6.6,6,336,69.50%,16.40%,19%,21.30%,305,1.65,0.52,0.41,0.37,-50,-1,-46,39%,9.80%,0,4,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
deokdam,KR,46,58.70%,4.8,3.4,1.7,4.5,8.8,410,61.80%,26.90%,23%,16.90%,555,1.37,0.56,0.35,0.15,27,-2,38,10.90%,2.20%,0,5,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
destroy,KR,1,0%,0.4,1,5,1,8.9,359,50%,15.70%,21.70%,15.60%,237,1.16,0.48,0.26,0.36,-1994,-14,-1250,0%,100%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
kingen,KR,43,20.90%,1.9,1.5,2.8,3.7,8.2,366,59.70%,24.80%,21.60%,14.30%,439,1.08,0.41,0.21,0.18,-162,0,-16,11.60%,23.30%,0,12,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Aiming,KR,43,44.20%,3.9,4.3,2.1,4.1,10,453,68.30%,30%,25.30%,18.40%,552,1.5,0.57,0.44,0.16,106,5,81,25.60%,7%,0,3,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Aria,KR,29,41.40%,3.3,2,2.1,4.9,8,369,57.60%,22.90%,21.10%,17.80%,395,1.46,0.65,0.34,0.31,-283,-12,-212,17.20%,6.90%,0,4,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Baut,KR,5,20%,2.1,0.4,3,5.8,1.1,222,61.40%,6.70%,12.90%,33.10%,109,2.51,1.78,0.29,0.56,116,-1,551,20%,40%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Bdd,KR,40,37.50%,3.2,2.3,2.1,4.4,8.4,376,59.20%,24.40%,21.70%,15.90%,419,1.19,0.52,0.24,0.27,-77,-1,-111,17.50%,7.50%,0,4,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
BeryL,KR,40,52.50%,2.4,0.6,3.2,7.1,1.2,232,70.80%,7.10%,13.20%,35.50%,131,2.81,1.7,0.49,0.56,34,6,130,32.50%,15%,0,2,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Burdol,KR,36,66.70%,3,2,2.1,4.3,8,375,53.70%,24.20%,21%,12.80%,418,1.03,0.35,0.25,0.21,-153,-3,60,11.10%,11.10%,0,11,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Canna,KR,41,39%,2.6,2.9,2.6,3.8,8.7,405,54.50%,29.30%,23.30%,12.80%,519,0.97,0.38,0.18,0.22,406,4,254,19.50%,7.30%,0,18,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Canyon,KR,42,64.30%,4.3,2.5,2,6.3,5.9,342,71.80%,16.10%,19.10%,17.30%,284,1.39,0.43,0.35,0.37,167,5,293,38.10%,4.80%,0,7,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Cheoni,KR,4,0%,2.1,1.8,2.5,3.5,9.8,413,58.60%,23.50%,24.50%,14.20%,352,1.14,0.45,0.3,0.17,-106,-6,-437,25%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Chovy,KR,34,70.60%,7.1,4.2,1.4,6,9.6,447,69%,28.10%,23.60%,21%,595,1.81,0.55,0.5,0.12,349,11,264,20.60%,8.80%,0,18,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Clear,KR,1,100%,1.2,2,5,4,7.5,352,46.20%,26.70%,19.10%,12.10%,678,0.88,0.3,0.3,0.24,-813,-13,-315,0%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Clozer,KR,37,29.70%,2,2.2,2.9,3.6,8.8,385,67.40%,28.50%,22.80%,12.40%,457,0.87,0.37,0.18,0.14,-274,-2,-146,32.40%,13.50%,0,9,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Croco,KR,37,29.70%,2.5,2.2,2.7,4.5,5.7,325,78.30%,14.50%,19.30%,20.70%,237,1.45,0.38,0.43,0.29,-145,3,-34,35.10%,5.40%,0,6,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Cuzz,KR,40,45%,3.5,2,2.4,6.2,5.6,326,64.40%,13.90%,18.30%,20.10%,248,1.63,0.4,0.46,0.32,-50,4,88,35%,7.50%,0,3,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Deft,KR,40,55%,4.1,4,2,4.1,9.6,438,69.20%,28.70%,24.70%,17.30%,541,1.37,0.49,0.34,0.16,368,6,225,25%,10%,0,6,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Delight,KR,42,50%,2.9,0.8,2.8,7.4,1.2,232,72.70%,7.30%,13.20%,36.20%,126,3.11,1.82,0.52,0.59,25,1,-99,33.30%,21.40%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Dispel,KR,1,0%,1.5,0,6,9,1,208,81.80%,6.80%,11.60%,33.70%,124,2.27,2.03,0.36,0.91,-32,-4,-492,0%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
DnDn,KR,2,0%,0.6,0.5,2.5,1,8.2,332,50%,22.50%,21.60%,17.10%,274,1.09,0.49,0.17,0.33,-902,-24,-514,0%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Doran,KR,36,72.20%,3.3,2.8,2.6,5.6,8.6,418,60%,25.90%,22.10%,13.60%,533,1.16,0.39,0.25,0.21,266,5,53,25%,13.90%,0,11,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Dove,KR,37,29.70%,1.5,1.7,3.3,3.1,7.8,360,53.60%,25%,21.30%,12.60%,410,0.89,0.32,0.18,0.16,-308,-5,-367,10.80%,18.90%,0,6,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Dread,KR,45,35.60%,2.7,2.3,2.6,4.8,5.6,325,67.20%,14.20%,18.70%,19.60%,234,1.47,0.49,0.43,0.41,119,2,-11,44.40%,11.10%,0,9,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
DuDu,KR,43,27.90%,1.8,1.9,2.9,3.3,7.9,364,54.90%,24.40%,21.40%,12.70%,404,1,0.37,0.22,0.23,-91,0,-30,11.60%,23.30%,0,15,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Effort,KR,14,28.60%,1.6,0.6,4.1,5.9,1,214,54.90%,5%,12.50%,36.30%,85,2.79,1.93,0.34,0.62,-58,1,-208,14.30%,7.10%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Ellim,KR,42,47.60%,3,2,2.6,5.8,4.6,300,64.20%,12.30%,17.20%,19.20%,229,1.67,0.58,0.45,0.43,-342,-13,-453,33.30%,19%,0,2,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Envyy,KR,9,22.20%,1.9,2.1,2.7,3,9.2,386,57.10%,24.90%,23.50%,12.10%,403,0.86,0.4,0.26,0.12,-755,-5,-274,11.10%,11.10%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
FATE,KR,42,47.60%,5.4,2.9,1.5,5.4,8.6,391,67.10%,27.30%,22.50%,16.10%,501,1.41,0.56,0.33,0.25,89,4,23,26.20%,7.10%,0,19,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
FIESTA,KR,5,20%,1.1,0.8,3.8,3.4,8.3,349,55.30%,23.80%,20.90%,15.70%,402,1.08,0.42,0.25,0.22,-403,-5,-39,0%,20%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Faker,KR,43,83.70%,4.9,3.7,1.9,5.5,8.4,413,58.80%,24.70%,21.40%,18.10%,519,1.47,0.58,0.3,0.17,140,-2,-73,11.60%,7%,0,11,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Feisty,KR,2,0%,1.2,1,2.5,2,8.2,348,75%,24.70%,23.20%,16.40%,351,0.77,0.46,0.18,0.2,-1757,-19,-614,0%,0%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
GIDEON,KR,3,33.30%,2.3,2,2.3,3.3,5.8,325,50.50%,11.60%,18.80%,19.30%,194,1.5,0.54,0.4,0.32,-745,10,143,0%,0%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Gamin,KR,2,0%,0.4,0.5,4,1,8.1,350,37.50%,16.50%,23.30%,18.20%,229,0.85,0.31,0.31,0.08,-2348,-31,-1584,0%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Ghost,KR,44,36.40%,2.5,2.4,2.6,4.1,8.4,388,55.10%,23.30%,22.40%,19.80%,397,1.46,0.66,0.38,0.23,-223,-2,77,22.70%,9.10%,1,5,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Gumayusi,KR,43,83.70%,5.5,5.1,1.9,5.6,10.1,483,67.40%,26.70%,25%,17.50%,571,1.4,0.48,0.41,0.2,749,13,286,32.60%,7%,0,7,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Guwon,KR,2,0%,3.2,4,2.5,4,5.3,325,84.50%,22.90%,19.60%,20.30%,327,1.47,0.37,0.49,0.42,598,2,453,100%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
HamBak,KR,4,0%,1.7,2.5,3.8,3.8,5.4,310,90.80%,16%,19.60%,18%,232,1.3,0.52,0.36,0.51,-471,-13,-533,0%,50%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Hans SamD,KR,39,30.80%,3.6,3.1,1.9,3.7,10.1,434,67.80%,25.20%,25.50%,17.60%,437,1.4,0.46,0.46,0.15,-230,-1,-172,12.80%,5.10%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Hena,KR,42,50%,4.7,3.1,1.7,4.9,9.5,428,68.60%,27.90%,24.30%,15.20%,482,1.34,0.52,0.38,0.18,-137,-6,-12,26.20%,2.40%,0,3,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Hoit,KR,42,47.60%,3.2,0.8,2.5,7.1,1.1,229,62%,6.60%,13.10%,33.70%,118,2.92,1.78,0.44,0.58,-36,2,191,16.70%,11.90%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Howling,KR,4,0%,0.8,0.8,3.5,2,7.9,332,34.50%,24.90%,20.90%,10.40%,361,0.75,0.28,0.17,0.13,-165,-8,-44,0%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Hoya,KR,6,50%,1.5,1.8,4.7,5,6.9,348,45.50%,18.60%,19.40%,15.90%,344,1.26,0.51,0.26,0.37,-661,-12,-764,0%,50%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Ice,KR,32,28.10%,2.2,2.4,2.5,3,9.4,402,53.70%,24.60%,23.90%,16.90%,405,1.2,0.4,0.39,0.13,-645,-7,-170,15.60%,12.50%,0,2,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Jun,KR,1,100%,11,1,1,10,0.8,269,84.60%,5.80%,14.60%,33.50%,149,2.43,1.38,0.51,0.4,123,-11,-484,0%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Kael,KR,39,28.20%,1.6,0.4,3.5,5.4,1.2,219,67.20%,7.70%,13.10%,38%,125,2.65,1.63,0.37,0.47,-344,0,-202,23.10%,5.10%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Karis,KR,43,27.90%,3,2.3,2.3,4.6,7.9,360,67.90%,26.10%,21.20%,13.60%,435,1.07,0.47,0.25,0.23,-140,-4,45,16.30%,14%,0,9,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Kellin,KR,42,64.30%,4.6,0.8,1.9,7.9,0.9,239,67.50%,8.90%,13.30%,35.50%,160,2.86,1.91,0.34,0.52,234,-2,-88,31%,11.90%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Keria,KR,43,83.70%,4.8,0.7,2.4,10.7,1,255,72.30%,8.90%,13.20%,33.10%,195,2.64,1.79,0.31,0.57,250,-2,74,46.50%,7%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Kiin,KR,42,47.60%,3.6,2.3,1.9,4.5,8.5,389,58.80%,26.50%,22.40%,14.10%,471,1.23,0.41,0.29,0.24,183,7,253,26.20%,9.50%,0,10,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Lava,KR,42,50%,4.6,3.5,1.9,5.1,8.9,411,71.90%,30.50%,23.30%,15%,529,1.31,0.52,0.31,0.19,134,0,128,19%,7.10%,0,8,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Lehends,KR,35,74.30%,3.5,0.6,2.7,8.6,0.9,237,62%,6.30%,12.50%,31.90%,128,2.73,1.68,0.34,0.52,-16,-2,-62,28.60%,17.10%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Life,KR,43,44.20%,2.7,0.9,3,7,1,232,61.30%,9.10%,13%,32%,161,2.58,1.67,0.33,0.48,-207,-5,-85,18.60%,16.30%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Listo,KR,2,0%,0.9,1.5,3.5,1.5,5.1,290,75%,20%,19.30%,22.50%,275,1.05,0.46,0.23,0.43,-2231,-32,-2124,0%,0%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Loopy,KR,2,0%,0.4,0.5,5,1.5,1.5,216,50%,12.70%,14.40%,31%,182,1.46,0.66,0.2,0.28,-640,0,-868,0%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Lospa,KR,5,40%,2.2,1.2,4,7.6,0.7,226,62.10%,5.40%,12.70%,26.70%,119,2.17,1.68,0.12,0.59,-155,-2,-23,40%,40%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Morgan,KR,36,50%,2.7,1.9,2.2,4.1,8.3,377,51.70%,20.80%,21.40%,13.80%,343,1.19,0.41,0.3,0.3,-240,-4,-194,13.90%,5.60%,0,6,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
OnFleek,KR,38,28.90%,2,1.7,3.3,4.8,5.7,323,69.30%,14.40%,19.10%,23.70%,242,1.87,0.45,0.61,0.33,-105,-4,-144,26.30%,15.80%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Oner,KR,43,83.70%,5.8,3.6,2,7.7,5.7,371,72%,14.20%,19.10%,18%,304,1.45,0.39,0.4,0.28,412,5,190,44.20%,4.70%,0,10,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Ophelia,KR,8,50%,3.1,2.4,1.9,3.5,8.4,384,54.60%,26.40%,21.90%,13.10%,470,1.07,0.49,0.25,0.19,-213,-4,272,0%,0%,0,3,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Peach,KR,1,100%,4.5,1,2,8,5.5,336,69.20%,7.80%,18.20%,22.30%,198,1.62,0.47,0.67,0.2,-639,-25,-934,0%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Peanut,KR,35,74.30%,5.9,2.9,1.7,6.9,6,353,70.10%,12.30%,18.60%,18.60%,250,1.59,0.45,0.42,0.32,209,5,260,40%,0%,0,4,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
